shortcode,url,type,taken_at,timestamp,likes,comments,views,engagement_rate,caption,thumbnail
DY706FUJntG,https://www.instagram.com/reel/DY706FUJntG/,video,2026-05-29T19:46:20.000Z,1780083980,143,1,,2.0672,"Every year, the Global High School Program does 20 hours of community service as a mandatory requirement. This year, we’ve decided to help animal shelters, and have gotten in contact with the NGO “ONG Azul’’. As winter approaches, the shelter is struggling to buy essentials such as food, health supplies and services, among others. Having this in mind, we, the High School students, ask for your help with food donations to support ONG Azul in this harsh season.   If you are able to help, the food needed by the NGO should be cat or dog food, wet or dry. You can leave it in the box at your school. ------------- Todos os anos, o programa Global High School realiza 20 horas de serviço comunitário como um requisito obrigatório. Este ano, decidimos ajudar abrigos de animais e entramos em contato com a ""ONG Azul"". Com a chegada do inverno, o abrigo está enfrentando dificuldades para comprar itens essenciais como alimentos, suprimentos de saúde e serviços, entre outros. Pensando nisso, nós, alunos do High School, pedimos sua ajuda com doações de ração para apoiar a ONG Azul nesta estação rigorosa. Se você puder ajudar, a ONG necessita de ração para cães ou gatos, seca ou úmida. Você pode deixá-la na caixa disponível em sua escola.",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/708154755_1534648611674347_6046457766665466569_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzkwNzk0OTc5MTUyOTA0MDcxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=ScSbAWmHFDoQ7kNvwGQYCrF&_nc_oc=AdpXA3_aVvPb6-RksiRlYmIqDq26ty6qsN_VT0QJmRqxeixu1fQGEDHNmGOEDs2zgJWRMldTgZ3UA9RVSt375RZq&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=D6pmoLMOfcYLufq72Piacg&_nc_ss=7a22e&oh=00_Af8IgsZU5ZyS9-ZQ4I9qDmEadWHQz3znDIIlTiTqrCjBBA&oe=6A2F790A
DY2Sz3UEXNh,https://www.instagram.com/p/DY2Sz3UEXNh/,carousel,2026-05-27T16:11:31.000Z,1779898291,14,0,,0.201,"The digital world has changed, and the protection of our students also needs to keep pace with this evolution. The new Law 15.211/2025 (Digital ECA) reinforces something we already prioritize: the online environment needs limits and responsibilities. Here at school, our role is to guide and develop critical thinking. At home, this care is complemented by presence and dialogue. ➡️ Swipe to the side and see how this partnership between school and family makes all the difference in the safety of our children and adolescents. 🛡️  ​O mundo digital mudou, e a proteção dos nossos alunos também precisa acompanhar essa evolução. ​A nova Lei 15.211/2025 (ECA Digital) reforça algo que já priorizamos: o ambiente on-line precisa de limites e responsabilidades. Aqui na escola, nosso papel é orientar e desenvolver o pensamento crítico. Em casa, esse cuidado se completa com a presença e o diálogo.  ➡️ ​Arraste para o lado e veja como essa parceria entre escola e família faz toda a diferença na segurança de nossas crianças e adolescentes. 🛡️",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/709286508_18593761099061906_7452437760495336276_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=MzkwNjM5MDY5NzQzMTA1NTA0NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=BwZ5PAOE-X0Q7kNvwHjjhRf&_nc_oc=Adq7wg4qWsv90f8eynJtA9yd8ZdM3rVxzFMz6SX0UvnUef_GDxxln07l2fiPL5XeUbotx7Lwuj8enrOoLg--MZf5&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=D6pmoLMOfcYLufq72Piacg&_nc_ss=7a22e&oh=00_Af-TB6urbxcWnGLzBaENR3xm-fKJxXslT2wPajFLcWBS7Q&oe=6A2F97C0
DY0KdFSCfmD,https://www.instagram.com/p/DY0KdFSCfmD/,carousel,2026-05-26T20:20:01.000Z,1779826801,45,0,,0.646,"Last Saturday was all about hitting the road and talking sports! Our students from Mater Dei São Paulo headed to the São José dos Campos unit for the 9th edition of the Weducation Games. More than just a competition, the day was defined by the great synergy between all units and the use of sports as a tool for health and social interaction. Highlights of the day: Full integration among students. Physical and mental benefits of sports. A day out of the ordinary focused on what matters most: having fun! Congratulations to all the athletes who represented our school with grit and teamwork. -------------------------------------------- O último sábado foi de pé na estrada e muito esporte! Nossos alunos do Mater Dei São Paulo foram até a unidade de São José dos Campos para a 9ª edição dos Jogos Weducation. Mais do que competições, o dia foi marcado pelo entrosamento entre todas as unidades e pela prática esportiva como ferramenta de saúde e socialização. O que vivemos por lá: Integração total entre os alunos. Benefícios físicos e mentais do esporte. Um dia fora da rotina focado no que mais importa: a diversão! Parabéns a todos os atletas que representaram nossa escola com garra e espírito de equipe.",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/708528272_18593517958061906_2683211472240464042_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=MzkwNTc5MjQ4NjI1NTUyMjUzNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=x-bo3PeGYqkQ7kNvwFHiKX1&_nc_oc=Adr8NCakWgxkvUeKN54G_rAX_oGI0xhgJhwSG-Vp6HIauOlM3NL55opk_cuYhJOIQjmVxbo60qDw2DS9gBLS_UuZ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af-9G4JlYbO-mDC6EiSlNKVo3TsMQmhGUp6iFzIZRtVMKg&oe=6A2F9877
DYzUfe8Ef4d,https://www.instagram.com/p/DYzUfe8Ef4d/,carousel,2026-05-26T12:28:29.000Z,1779798509,53,1,,0.7752,"What an unforgettable adventure we had at English Camp 2026! 🇺🇲 🏕️ Our students returned home with much more than memories: they brought back the certainty that the English language is alive, fun, and accessible. For another year, the immersion program at the NR Resort was an opportunity to develop social, cognitive, physical, and emotional aspects. 🤩 Closely accompanied by our bilingual teachers and monitors, the students put their communicative competence in English into practice in all situations, with autonomy and confidence, for example, in playful, sporting, cultural experiences and in contact with nature. Not to mention the themed events - Gamer Party and World Tour Festival - which celebrated cultural diversity and group cooperation. Congratulations to everyone who was part of this transformative journey, 100% aligned with the pedagogical proposal of our Global Program! 🚀  Que aventura inesquecível vivemos no English Camp 2026! 🇺🇲 🏕️ Nossos alunos voltaram para casa com muito mais do que lembranças: trouxeram a certeza de que a Língua Inglesa é viva, divertida e acessível. Por mais um ano, o programa de imersão no Resort NR foi uma oportunidade de desenvolvimento de aspectos sociais, cognitivos, físicos e emocionais. 🤩 Acompanhados de perto por nossos professores e monitores bilíngues, os estudantes colocaram em prática a competência comunicativa em Inglês em todas as situações, com autonomia e confiança, por exemplo, em vivências lúdicas, esportivas, culturais e em contato com a natureza. Sem falar nos eventos temáticos - Gamer Party e World Tour Festival -, que celebraram a diversidade cultural e a cooperação em grupo. Parabéns a todos que fizeram parte desta jornada transformadora, 100% alinhada à proposta pedagógica do nosso Global Program! 🚀",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/707421372_18593390992061906_3197050778938456914_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzkwNTU1NTQxMjU1NzA5OTU2OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=gV1eaBcUQgoQ7kNvwF2QIKo&_nc_oc=AdpfvjmrCbNuGvFVQ7YcMWitaoyQ0i3xQTyu5EuV-j-_7_1ZXhkteoK5CcRhqYyMFgrAMpWZ7vGkgPTA3_yxSax1&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af-PgBphZZs22zbsSFikFtrFBmSgpVSNXdmLa3kGNFKCyw&oe=6A2F802D
DYxpxGBiS41,https://www.instagram.com/p/DYxpxGBiS41/,carousel,2026-05-25T20:55:54.000Z,1779742554,35,3,,0.5455,"Our students explored the historic halls of the Pinacoteca de São Paulo, connecting with art that transcends time. This wasn't just a visit—it was a challenge to interpret, link styles, and find their own creative expression. This is how we make learning tangible. At Mater Dei, we believe the city is our classroom. Seeing our students expand their horizons is what we’re most proud of! -------- Levamos nossos alunos para explorar os corredores da Pinacoteca de São Paulo, proporcionando um contato direto com obras que atravessam gerações. Mais do que observar, eles foram convidados a interpretar, conectar estilos e desenvolver uma expressão própria diante da cultura. Transformamos o aprendizado em algo tangível. Afinal, uma educação conectada com o mundo é aquela que entende que a cidade também é um espaço de ensino. Orgulho de ver nossos jovens ampliando horizontes!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/707433435_18593223310061906_5556373009644456515_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=MzkwNTA4NTgzMDY3MjU5ODU3OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=_5lZmoCLU-YQ7kNvwFwC2OJ&_nc_oc=Adr-JQfgY9NukbprILQqszwrC6an81e-5MrXI4Kjq5aY_frhcjxHI4ROVn4AVeodzrBJC9IA-HZZHkJKOsP3w9hG&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af89duUbmV9kkJPsix12Tmkm5OoPfUYJ-jSAajIOVyBJwA&oe=6A2FA45F
DYxgv5Upv-b,https://www.instagram.com/reel/DYxgv5Upv-b/,video,2026-05-25T19:39:14.000Z,1779737954,41,0,,0.5886,"Did you know that our routine is designed to spark discoveries?  Our playdough activities, a staple in our school daily life, take on a new dimension when we prioritize natural ingredients. In addition to ensuring a much safer experience for the children, using natural elements transforms learning into a sensory feast. During this Creative Morning, families experienced firsthand how we integrate cinnamon, rosemary, and basil, among other elements, to stimulate the sense of smell and cognitive perception, going far beyond fine motor skills. It was amazing to see the synergy between school and home, validating processes that encourage curiosity in a healthy, safe, and meaningful way! ----------------- Você sabia que a nossa rotina é planejada para despertar descobertas?  A atividade com massinha, presente no cotidiano escolar, ganha uma nova dimensão quando priorizamos uma composição natural. Além de garantir uma experiência muito mais segura para as crianças, o uso de elementos da natureza transforma o aprendizado em um banquete sensorial. Nesta Manhã Criativa, as famílias puderam vivenciar de perto como integramos canela, alecrim, flores,manjericão, entre outros, para estimular o olfato e a percepção cognitiva, indo muito além da coordenação motora. Foi sensacional ver essa sinergia entre escola e casa, validando processos que estimulam a curiosidade de forma saudável, segura e cheia de significado!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/706831695_1394477212425375_2653353010774241406_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzkwNTA0NjM4MDc2MDQ2NTMwNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=JGi6sq-fBegQ7kNvwGj4Si1&_nc_oc=Adruv4OL9Vr8S9fevMot0NhNXYtQURhGMsP65PJfBYzhzpmjrKXS6FepnfPOqQ4-KbnaCxD1WVqMVjc_s_8D-bFa&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af-5MJTxGixMkQ7CRz7LJpmcoKT9FJoWf82DFn13da7zmg&oe=6A2F7A3D
DYr6Fm0Rsl8,https://www.instagram.com/reel/DYr6Fm0Rsl8/,video,2026-05-23T15:23:48.000Z,1779549828,73,9,,1.1771,"Look out! We have a new hire on our communications team!  Today, our Creative Morning was captured through a very special lens: the perspective of someone who lives and breathes our school every day. Our 'reporter for a day' interviewed our Director, Sueli Cain, and our families. Check out the highlights of our morning through this report full of authenticity! ---------------------------------------------------------- Opa, temos uma nova contratada no nosso time de comunicação!  Hoje, a nossa Manhã Criativa ganhou um olhar todo especial: o de quem vive a escola todos os dias. Nossa ""repórter por um dia"", entrevistou a Diretora Sueli Cain e as famílias. Confira os destaques da nossa manhã através dessa reportagem cheia de autenticidade!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/705320624_2652359505157991_3732430443542821861_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzkwMzQ2ODk3NDAyMDkzODEwOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=k759BseX7pEQ7kNvwF9omaR&_nc_oc=AdqV6SiOxm3l25Eyb_3dmEoWEzvRZw8AQLoc4EpLMhf6o7o2KWkg5uSzvc8ztp_rnBgg7Gr7O_bv4jsrip9ZqIAd&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af9l-z56ELSKjPZpRnk-MUdU2OKpUXjQxA-BO2Hf3Y98Hw&oe=6A2F8F73
DYruJXqEa4S,https://www.instagram.com/p/DYruJXqEa4S/,carousel,2026-05-23T13:38:44.000Z,1779543524,40,1,,0.5886,"The body moves, the brain learns, and the heart grows stronger! Every workshop at our Creative Morning has a purpose: whether it’s finding balance in Yoga, coordination in Judo, or independence through Life Skills. When children experience this alongside those they love, learning gains a whole new layer of meaning. Beyond sports techniques, today we practiced mutual support, cheering for each other's victories, and the pure joy of being on the same team. This is the spirit of our school: movement that transforms and unites! ------------------ O corpo se movimenta, o cérebro aprende e o coração se fortalece! Cada oficina da nossa Manhã Criativa tem um propósito: seja o equilíbrio no Yoga, a coordenação no Judô ou a autonomia nas atividades de Vida Diária. Quando a criança faz isso ao lado de quem ama, o aprendizado ganha uma camada extra de significado. Mais do que técnica esportiva, hoje treinamos o apoio mútuo, a vibração pela conquista do outro e a alegria de estar no mesmo time. Esse é o espírito da nossa escola: movimento que transforma e une!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/705374898_18592472062061906_2896691903487419715_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=MzkwMzQxNjAxNDcxNjg4MjgzNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=-BnGleRvbs4Q7kNvwFbhUtg&_nc_oc=AdopOQLLSTSA8Aghgk_ElHx-T-4fQRaJZwJ2JwftLZ0vT7x8cjNrAI6yv9gxWv_EAg8Db3Q7GA8yIL7FIb58YnwE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af_PicSOT13wf1b2w8WarzYTT21HaReaGQq-AZFCofomTQ&oe=6A2F7E7E
DYrlYV_RwPT,https://www.instagram.com/reel/DYrlYV_RwPT/,video,2026-05-23T12:22:41.000Z,1779538961,76,0,,1.091,"We opened our Creative Morning: Body in Motion with the singing of the National Anthem. This moment is so much more than a protocol; it is an exercise in citizenship and a symbol of the unity within our school community. Seeing our students, side by side with their families and teachers, respecting and celebrating our roots, brings a sense of belonging that truly overflows. It is in this atmosphere of collaboration and togetherness that we begin our workshops. First respect, then movement, and always affection. We are ready for an unforgettable Saturday! ----------------------------------------------------- Abrimos nossa Manhã Criativa: Corpo em Movimento com a execução do Hino Nacional.  O momento do Hino Nacional é muito mais que um protocolo; é um exercício de cidadania e um símbolo da união de nossa comunidade escolar. Ver nossos alunos,  lado a lado com suas famílias e professores, respeitando e celebrando nossas raízes, traz um sentimento de pertencimento que transborda.  É nesse clima de colaboração e união que iniciamos nossas oficinas. Primeiro o respeito, depois o movimento, e sempre o afeto. Estamos prontos para um sábado inesquecível!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/705374891_1537598104697860_6087592488184978715_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzkwMzM3NzkwMjY0NTIxNjIxMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Nhtc1UT6KXoQ7kNvwGsoHko&_nc_oc=AdqzsHtgC0IEPisxdAy2dUKSY4o8gO8b-hNDTEYzOWlpj2kW9EHxZgbKWL74oQzUfaF--2KKPlFPgFJB_EMHJyYF&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af8gJHYnCrUzK_K1HZ8YgdfTmlDlNz1wII8ce39kjr6PBA&oe=6A2FA5A9
DYp7EedCaw5,https://www.instagram.com/p/DYp7EedCaw5/,carousel,2026-05-22T20:53:11.000Z,1779483191,46,0,,0.6604,"This week, Colégio Mater Dei had the distinct honor of welcoming students from Roberts Wesleyan University (Rochester, NY). These visitors are part of an exclusive international program that annually selects the highest-achieving students from various academic disciplines for a global immersion experience. During their three-week residency in Brazil, these scholars explore top-tier educational institutions and engage in university-level lectures. At Mater Dei, the highlight was the vibrant synergy between our students and the visitors. From joining a 5th-grade laboratory session to sharing insights on global perspectives, the atmosphere was one of pure discovery. We believe that education transcends textbooks. By opening our doors to the world, we provide our students with more than just knowledge—we provide them with the cultural fluency and empathy needed to thrive in a globalized society. ----------------------------------------- Nesta semana, o Colégio Mater Dei teve recebeu estudantes da Roberts Wesleyan University (Rochester, NY). Nossos visitantes fazem parte de um programa internacional exclusivo que seleciona, anualmente, os alunos de maior destaque acadêmico de diversos cursos para uma experiência de imersão global. Durante as três semanas pelo Brasil, esses acadêmicos exploram instituições educacionais de referência e participam de palestras em nível universitário. No Mater Dei, o ponto alto foi a sinergia entre nossos alunos e os visitantes. Desde a participação em uma aula prática no laboratório com o 5º ano até a troca de percepções sobre perspectivas globais. Ao abrirmos nossas portas para o mundo, oferecemos aos nossos alunos muito mais do que conhecimento técnico — proporcionamos a fluência cultural e a empatia necessárias para prosperarem em uma sociedade globalizada.",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/704653101_18592278037061906_1212862799760435617_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=MzkwMjkxMDA1OTExMTU2ODkxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YUvGJS2VhF8Q7kNvwFJmSl3&_nc_oc=Adp-JO29hrEyzz3o_FwfyMRkYnh6mH80UfX2qWcdywiR9dAC31SuKrdeU4otv9Llayqppzf1GD7LRhjy79Aenux5&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af8oV6XvuX_Sbs9T6VLFkxiaBlp5OaGq7b_Ob31SucZ9bw&oe=6A2F999A
DYp43TlPGz-,https://www.instagram.com/reel/DYp43TlPGz-/,video,2026-05-22T20:35:51.000Z,1779482151,125,1,,1.8088,"🌐 A Simulação das Conferências da ONU, realizada em 14 e 15 de maio, no Colégio EMECE, foi um sucesso de colaboração e criatividade! 🌍 Alunos do 9º ano e do Ensino Médio dos colégios EMECE, Ítalo e Mater Dei atuaram como verdadeiros diplomatas e jornalistas. 🎤 Com vestimentas formais, eles mergulharam em debates sobre temas globais relevantes. O alto nível da simulação  incluiu a Corte Internacional de Justiça (ICJ), um dos 6 comitês, conduzido integralmente em Inglês. 🇺🇲 Nesta iniciativa, reconhecida pela ONU do Brasil, os estudantes demonstraram protagonismo e desenvolveram habilidades essenciais para o futuro, como: comunicação e oratória; argumentação e pensamento crítico; empatia e trabalho em equipe. ✨ Assim, formamos cidadãos conscientes de seu papel social, desde já!   🌐 The UN Conference Simulation, held on May 14th and 15th at EMECE College, was a resounding success in collaboration and creativity! 🌍 Ninth-grade and high school students from EMECE, Ítalo, and Mater Dei schools acted as true diplomats and journalists. 🎤 Dressed in formal attire, they immersed themselves in debates on relevant global issues. The high level of the simulation included the International Court of Justice (ICJ), one of the 6 committees, conducted entirely in English. 🇺🇲 In this initiative, recognized by the UN in Brazil, the students demonstrated leadership and developed essential skills for the future, such as: communication and public speaking; argumentation and critical thinking; empathy and teamwork. ✨ Thus, we are forming citizens who are aware of their social role, from the very beginning.",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.82787-15/705137632_18466752139100081_605044851559578634_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzkwMjkwMDY0MzI5NDg5OTQ1NDE4NDY2NzUyMTM2MTAwMDgx.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEyMTUuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=yGxiqpPff_AQ7kNvwHqMD3q&_nc_oc=Adr8zFePnJ3sIZeMGjF13i-8xhxU-Z09tHkavImtu2-giVLYy2Btkhp-kNE9Kvc4YMEzemlAgBhrNbzFc3CY4NSX&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af8qX_V4k36ppDc6RmNKN5rkH2c17rVB6WrNLRdIBOAqSQ&oe=6A2F9829
DYkqNvBJm_6,https://www.instagram.com/reel/DYkqNvBJm_6/,video,2026-05-20T19:50:02.000Z,1779306602,40,2,,0.6029,"Kicking off a new investigation, ""Searching for Creatures,"" our K4 students dived into the fascinating underwater world and experienced, in a playful and fun way, what life is like beneath the waves.  During this stimulating experience, they met various marine animals, explored their characteristics, and discovered fascinating facts about each one's habitat—a process that fosters autonomy and expands our little ones' knowledge of the ocean universe. To make this pedagogical adventure even more special and heartwarming, we welcomed a visit from a friendly shark pal, who enchanted the children and further sparked their interest and natural curiosity about marine life. ------------------------------ Dando início a uma nova investigação, “Procurando Seres”, os alunos do K4 mergulharam no fascinante mundo do fundo do mar e vivenciaram, de forma lúdica e divertida, como é a vida embaixo da água.  Durante essa experiência rica em estímulos, eles conheceram diversos animais marinhos, exploraram suas características e descobriram curiosidades sobre o habitat de cada um deles — um processo que desperta a autonomia e amplia o conhecimento dos nossos pequenos sobre o universo dos oceanos. Para tornar essa aventura pedagógica ainda mais especial e afetiva, recebemos a visita de um simpático amigo tubarão, que encantou as crianças e estimulou ainda mais o interesse e a curiosidade natural pela vida marinha.",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/704307160_1320563873350262_624416277686013419_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzkwMTQyODgzOTAwMTUxODA3NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=UdA-3gqUEKAQ7kNvwHqGSz8&_nc_oc=Adp-AbFycPjkvWEsqWlu8435miHRe9USdar3i3z87jQ-ufp4hnP5szP0NdaCWHpAJmfraQrL0ChVV-hpHZbW7wnF&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af_9C2e0xkDBZIfPUaaTm6PHRDi8LpPs4unzmCzLN3Cujg&oe=6A2F8941
DYXl3-ypOoD,https://www.instagram.com/reel/DYXl3-ypOoD/,video,2026-05-15T18:02:14.000Z,1778868134,79,2,,1.1628,"When a child realizes that school and family speak the same language, learning flows naturally and with confidence. The family-school relationship is not just a formality; it is the very foundation of a child’s emotional architecture. On this International Family Day, we reaffirm our commitment to being more than just an educational institution. We strive to be true partners in this journey of discovery, ensuring that pedagogical care and family support form the perfect foundation for the future. Happy Family Day! ----------------------------------------------- Quando a criança percebe que a escola e a família falam a mesma língua, o aprendizado flui com naturalidade e confiança. A relação família-escola não é apenas uma formalidade, é a base da arquitetura emocional da criança. Neste Dia da Família, reafirmamos nosso compromisso de ser mais que uma instituição de ensino. Queremos ser parceiros na jornada de descobertas, garantindo que o acolhimento pedagógico e o suporte familiar formem o alicerce perfeito para o futuro. Feliz Dia da Família!",https://instagram.fcgh9-1.fna.fbcdn.net/v/t51.71878-15/696939576_962758449808194_3369443630228482715_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=Mzg5Nzc1MDU3NzIyNjI0NjY1OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=pCnwP7Libf4Q7kNvwHl0TOr&_nc_oc=Ado2He7pVftanXeCwTGwTxetIMIAn1buYCqdo-7dqtmCDTg4j2lmB8dFTt1uxJ1E_UpGOq_4_O5LRzJvog7N91-E&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fcgh9-1.fna&_nc_gid=1WF1S_nEwSh3ZKm7_U4QsA&_nc_ss=7a22e&oh=00_Af-x9I_PVvtC-uALXwadEZHbmL9VB4-EU4u7JQNjAAi1fg&oe=6A2F92D5
